,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
1960,0.2914,8049.0,21355.0,7280.0,0.4416,952.0,20.0,0.1719,0.066,0.7085,0.008,0.0830017055,0.3757816941,0.5412166003
1961,0.7908,8506.0,25126.0,10287.0,0.2162,1182.0,26.0,0.6791,0.0275,0.1964,0.0495,0.0416699675,0.2659431197,0.6923869128
1962,0.427,10530.0,24320.0,6885.0,0.377,1009.0,22.0,0.6848,0.1989,0.0423,0.0073,0.008356546,0.2733519034,0.7182915506
1963,0.9573,43580.0,43580.0,12326.0,0.1686,1454.0,33.0,0.448,0.0599,0.1474,0.1216,0.0494296578,0.1711026616,0.7794676806
1964,0.3616,26844.0,26844.0,5021.0,0.3504,937.0,20.0,0.656,0.2071,0.028,0.0159,0.0178723404,0.3727659574,0.6093617021
1965,0.5283,13372.0,24188.0,6740.0,0.35,1011.0,21.0,0.7921,0.0583,0.0431,0.0374,0.0052077909,0.2142485158,0.7805436934
1966,0.4631,6270.0,15210.0,5607.0,0.4279,1039.0,23.0,0.6355,0.0414,0.0651,0.0083,0.0324074074,0.3912037037,0.5763888889
1967,0.3739,6207.0,16327.0,5898.0,0.4023,1007.0,22.0,0.564,0.2919,0.0454,0.006,0.0249474001,0.4283137962,0.5467388037
1968,0.487,7836.0,15580.0,8892.0,0.2816,1030.0,22.0,0.7625,0.0525,0.0404,0.0386,0.0133996937,0.2277947933,0.758805513
1969,0.5488,28624.0,28624.0,7111.0,0.2456,1176.0,26.0,0.7649,0.0711,0.0546,0.0278,0.0124359912,0.209948793,0.7776152158
1970,0.6234,29800.0,29800.0,6458.0,0.2729,1121.0,25.0,0.8456,0.023,0.0528,0.0202,0.0157303371,0.2370786517,0.7471910112
1971,0.3882,25702.0,25702.0,7811.0,0.4276,872.0,19.0,0.3338,0.1625,0.267,0.0816,0.0312876053,0.2960288809,0.6726835138
1972,0.5918,12398.0,30459.0,8288.0,0.2856,1105.0,24.0,0.5095,0.1796,0.0788,0.1257,0.016104912,0.2521569079,0.7317381801
1973,0.2059,6009.0,12868.0,5340.0,0.3971,987.0,21.0,0.717,0.1702,0.0468,0.0125,0.0382653061,0.4056122449,0.556122449
1974,0.7916,42795.0,42795.0,11238.0,0.1957,1222.0,28.0,0.4489,0.063,0.2119,0.106,0.0214723926,0.1906952965,0.7878323108
1975,0.4349,19600.0,19600.0,6162.0,0.3625,1010.0,22.0,0.6821,0.0555,0.229,0.0057,0.0494296578,0.3181242079,0.6324461343
1976,0.8654,6263.0,28541.0,10498.0,0.3207,1272.0,29.0,0.5843,0.074,0.1902,0.0754,0.0221383391,0.273923689,0.7039379718
1977,0.5265,29448.0,29448.0,6736.0,0.4897,1050.0,23.0,0.8259,0.0184,0.0518,0.0104,0.0306004619,0.3562355658,0.6131639723
1978,0.5929,11220.0,23670.0,8603.0,0.349,1029.0,22.0,0.7971,0.0744,0.0299,0.0093,0.0077816206,0.3121294466,0.6800889328
1979,0.5821,31990.0,31990.0,8743.0,0.296,1102.0,24.0,0.7998,0.0873,0.0317,0.0106,0.0091383812,0.3126631854,0.6781984334
1980,0.2227,7754.0,18056.0,6382.0,0.6397,931.0,20.0,0.2691,0.5723,0.0295,0.0078,0.0286493861,0.3628922237,0.6084583902
1981,0.7889,10176.0,28768.0,10789.0,0.2173,1212.0,28.0,0.6455,0.0299,0.2186,0.0585,0.0450592293,0.2579847054,0.6969560654
1982,0.6849,27242.0,27242.0,6285.0,0.2688,1109.0,24.0,0.8319,0.0291,0.0396,0.0233,0.01378579,0.282078473,0.704135737
1983,0.6676,7222.0,16672.0,7181.0,0.4081,1069.0,24.0,0.7435,0.0783,0.0477,0.0138,0.0144590757,0.2814355797,0.7041053447
1984,0.5897,28200.0,28200.0,9951.0,0.469,1036.0,22.0,0.1422,0.0326,0.6803,0.0207,0.0605060506,0.3267326733,0.6127612761
1985,0.373,5806.0,14286.0,6874.0,0.3498,990.0,21.0,0.5824,0.0924,0.08,0.0317,0.0265251989,0.3437665782,0.6297082228
1986,0.581,32650.0,32650.0,8104.0,0.4401,962.0,21.0,0.3768,0.1397,0.1691,0.0343,0.0424143556,0.3882544861,0.5693311582
1987,0.5286,26090.0,26090.0,7004.0,0.5161,1004.0,22.0,0.0005,0.943,0.0062,0.0005,0.0118025751,0.1834763948,0.80472103
1988,0.6677,36160.0,36160.0,8190.0,0.2504,1159.0,26.0,0.7206,0.0618,0.0803,0.0214,0.0168498168,0.2586080586,0.7245421245
1989,0.683,33450.0,33450.0,8024.0,0.2601,1078.0,24.0,0.5605,0.1086,0.0805,0.044,0.0068800479,0.1791803769,0.8139395752
1990,0.42,21162.0,21162.0,5822.0,0.5983,968.0,21.0,0.7666,0.1227,0.029,0.0085,0.0302197802,0.4093406593,0.5604395604
1991,0.6741,11911.0,33030.0,9933.0,0.3358,1009.0,21.0,0.4322,0.0521,0.0905,0.2606,0.0421714818,0.269804287,0.6880242311
1992,0.8432,45300.0,45300.0,12133.0,0.1205,1313.0,30.0,0.4869,0.0318,0.1744,0.1637,0.0253164557,0.1518987342,0.8227848101
1993,0.2024,5808.0,14616.0,6566.0,0.3902,990.0,21.0,0.7626,0.0715,0.0477,0.0168,0.0121144348,0.320007455,0.6678781101
1994,0.8457,15466.0,26397.0,9678.0,0.1763,1227.0,28.0,0.656,0.0561,0.1226,0.1027,0.012539185,0.2042095835,0.7832512315
1995,0.6265,8815.0,14895.0,8910.0,0.2751,1001.0,22.0,0.7732,0.044,0.0859,0.0152,0.0179324895,0.2928973277,0.6891701828
1996,0.9347,50604.0,50604.0,11533.0,0.1198,1424.0,32.0,0.5817,0.0386,0.0623,0.1129,0.0208333333,0.126984127,0.8521825397
1997,0.6617,12960.0,35838.0,11324.0,0.564,1078.0,23.0,0.1442,0.0487,0.3589,0.3615,0.0909850913,0.3412289257,0.567785983
1998,0.5942,38510.0,38510.0,7572.0,0.3261,1090.0,24.0,0.5255,0.0178,0.1121,0.1232,0.0236305048,0.3039742213,0.6723952739
1999,0.6504,34295.0,34295.0,8429.0,0.2663,1081.0,24.0,0.5588,0.1111,0.0857,0.0506,0.0064555795,0.1693821088,0.8241623117
2000,0.5489,22081.0,22081.0,6412.0,0.4629,1063.0,23.0,0.8061,0.0377,0.0383,0.0173,0.0107874865,0.2502696872,0.7389428263
2001,0.4702,20710.0,20710.0,5182.0,0.4859,997.0,22.0,0.7633,0.0815,0.0375,0.0802,0.0270880361,0.2731376975,0.6997742664
2002,0.4534,28700.0,28700.0,6738.0,0.4805,923.0,20.0,0.6091,0.1393,0.0878,0.0203,0.0236220472,0.3375984252,0.6387795276
2003,0.4859,6287.0,17447.0,8027.0,0.5407,920.0,19.0,0.2511,0.0404,0.4258,0.1566,0.1222070223,0.3754369965,0.5023559812
2004,0.4388,27930.0,27930.0,6504.0,0.4868,1075.0,24.0,0.2776,0.1921,0.2605,0.1275,0.053164557,0.34092827,0.605907173
2005,0.5449,12447.0,27400.0,11281.0,0.2884,1145.0,25.0,0.6564,0.0595,0.0927,0.0848,0.0296562146,0.2782395164,0.692104269
2006,0.3586,24596.0,24596.0,5135.0,0.4557,1008.0,22.0,0.7113,0.1268,0.0283,0.0027,0.0314637483,0.4350205198,0.5335157319
2007,0.4417,7699.0,8945.0,7469.0,0.3614,977.0,21.0,0.6017,0.0511,0.2692,0.0142,0.053125,0.340625,0.60625
2008,0.5491,24242.0,24242.0,6834.0,0.3905,973.0,22.0,0.0129,0.9549,0.0119,0.0024,0.0072576464,0.1902540176,0.8024883359
2009,0.5061,7022.0,15518.0,7316.0,0.4338,999.0,21.0,0.5579,0.1793,0.1885,0.0112,0.0416259254,0.384131862,0.5742422126
2010,0.1895,6246.0,13928.0,6534.0,0.7328,777.0,16.0,0.014,0.9496,0.0073,0.0011,0.0235655738,0.387295082,0.5891393443
2011,0.444,8548.0,22188.0,6667.0,0.3621,1025.0,23.0,0.7511,0.0119,0.0746,0.0561,0.0289765721,0.3557336621,0.6152897657
2012,0.3754,7261.0,17614.0,7352.0,0.6246,911.0,19.0,0.0377,0.917,0.0059,0.0027,0.0184513007,0.3012704174,0.6802782819
2013,0.6798,36530.0,36530.0,7518.0,0.2864,1115.0,26.0,0.6778,0.0285,0.0814,0.0696,0.0217222653,0.2381691234,0.7401086113
2014,0.5643,6586.0,12744.0,7076.0,0.339,1049.0,23.0,0.7935,0.0187,0.1,0.0085,0.0262681159,0.3451086957,0.6286231884
2015,0.9655,47929.0,47929.0,13583.0,0.1051,1455.0,33.0,0.6921,0.0383,0.1071,0.0561,0.0062464509,0.0902896082,0.9034639409
2016,0.6168,34874.0,34874.0,9262.0,0.273,1096.0,25.0,0.7346,0.0582,0.0802,0.0305,0.0105105105,0.234984985,0.7545045045
2017,0.55,12262.0,33381.0,9103.0,0.4804,979.0,21.0,0.4488,0.0768,0.1032,0.1703,0.0421714818,0.269804287,0.6880242311
2018,0.3618,8856.0,17328.0,7564.0,0.3416,1046.0,23.0,0.8218,0.0725,0.0268,0.0099,0.0193321617,0.3850810389,0.5955867995
2019,0.4047,7600.0,17816.0,7078.0,0.3417,1012.0,22.0,0.5187,0.0126,0.1082,0.0067,0.0128518972,0.2913096695,0.6958384333
2020,0.3953,11830.0,11830.0,6539.0,0.3595,884.0,19.0,0.4748,0.1434,0.2016,0.0562,0.0427010924,0.3753723932,0.5819265144
2021,0.1868,5932.0,13864.0,6067.0,0.4612,942.0,20.0,0.6077,0.1171,0.0055,0.0036,0.0348837209,0.4327242525,0.5323920266
2022,0.3078,6546.0,6546.0,6685.0,0.742,892.0,19.0,0.0288,0.9235,0.0092,0.0014,0.0204460967,0.3246592317,0.6548946716
2023,0.6777,32250.0,32250.0,8786.0,0.3068,1073.0,23.0,0.7978,0.0506,0.052,0.0253,0.0133426966,0.2078651685,0.7787921348
2024,0.6011,3850.0,3850.0,8206.0,0.3881,1036.0,23.0,0.8319,0.0055,0.0323,0.0096,0.0076126405,0.2087279809,0.7836593786
2025,0.3605,7332.0,14364.0,7179.0,0.4003,1045.0,23.0,0.5896,0.2432,0.0279,0.0324,0.0175010175,0.3227513228,0.6597476597
2026,0.5684,19852.0,19852.0,6850.0,0.2855,1048.0,23.0,0.7806,0.1289,0.026,0.0046,0.0108944954,0.3463302752,0.6427752294
2027,0.637,7022.0,18182.0,8733.0,0.435,1003.0,22.0,0.4601,0.0243,0.2924,0.0592,0.0747884941,0.3685279188,0.5566835871
2028,0.6638,7934.0,17784.0,6886.0,0.3954,1103.0,24.0,0.7539,0.0722,0.1037,0.0275,0.0168491997,0.2606009548,0.7225498455
2029,0.5275,11493.0,26851.0,9642.0,0.3792,1030.0,22.0,0.7114,0.1257,0.0562,0.018,0.0137518685,0.2793721973,0.7068759342
2030,0.4652,6951.0,23343.0,8469.0,0.3958,962.0,20.0,0.6439,0.0363,0.1477,0.0302,0.0514742629,0.3108445777,0.6376811594
2031,0.779,7774.0,17424.0,7272.0,0.251,1221.0,27.0,0.7513,0.0309,0.0664,0.0642,0.0132288094,0.1788339049,0.8079372856
2032,0.4244,25798.0,25798.0,6500.0,0.1093,878.0,19.0,0.7338,0.0824,0.0748,0.0092,0.0249632893,0.4522760646,0.5227606461
2033,0.4068,6957.0,16297.0,6785.0,0.3225,1001.0,22.0,0.8581,0.0448,0.0233,0.0119,0.0109797297,0.3513513514,0.6376689189
2034,0.6235,25500.0,25500.0,8515.0,0.3573,1109.0,24.0,0.5994,0.1705,0.0486,0.0194,0.0227434257,0.2942430704,0.6830135039
2035,0.4115,21334.0,21334.0,6640.0,0.7185,860.0,18.0,0.0004,0.8664,0.0035,0.0019,0.0113704369,0.3040095751,0.684619988
2036,0.5006,6587.0,17747.0,9350.0,0.5414,918.0,20.0,0.2195,0.0476,0.4574,0.1102,0.1412244175,0.397448392,0.4613271906
2037,0.4178,20364.0,20364.0,5872.0,0.5675,1005.0,22.0,0.7979,0.1295,0.0173,0.0069,0.0285714286,0.3662337662,0.6051948052
2038,0.6352,44774.0,44774.0,8587.0,0.3459,1040.0,23.0,0.3118,0.0395,0.4705,0.0747,0.0388489209,0.2964028777,0.6647482014
2039,0.9002,8340.0,30122.0,11392.0,0.2053,1313.0,30.0,0.6632,0.0838,0.0707,0.0884,0.0144375376,0.1806697413,0.8048927211
2040,0.5041,9666.0,20610.0,7859.0,0.3565,1050.0,23.0,0.7457,0.1452,0.0362,0.0153,0.0099176647,0.3197979042,0.6702844311
2041,0.6695,7741.0,17391.0,6906.0,0.3586,1056.0,24.0,0.7839,0.0559,0.059,0.0145,0.0125055828,0.2416257258,0.7458686914
2042,0.4663,29012.0,29012.0,5990.0,0.4837,918.0,19.0,0.5323,0.223,0.1328,0.019,0.0463576159,0.3245033113,0.6291390728
2043,0.2431,9930.0,9930.0,4960.0,0.9247,758.0,16.0,0.0145,0.9658,0.0029,0.0015,0.0276179517,0.4464902186,0.5258918297
2044,0.5609,3950.0,3950.0,8211.0,0.4733,1041.0,23.0,0.8011,0.0048,0.0303,0.0094,0.0082749303,0.2105040952,0.7812209744
2045,0.5816,24435.0,24435.0,6506.0,0.341,1053.0,23.0,0.7162,0.0924,0.1075,0.0185,0.0349344978,0.3202328967,0.6448326055
2046,0.3936,7080.0,21530.0,7491.0,0.3038,1047.0,23.0,0.7352,0.0172,0.1195,0.021,0.0304932735,0.3042152466,0.6652914798
2047,0.4084,5938.0,16258.0,5936.0,0.5062,950.0,20.0,0.5208,0.3701,0.0443,0.0094,0.016511672,0.3116340862,0.6718542418
2048,0.3356,29382.0,29382.0,5163.0,0.6079,912.0,20.0,0.6807,0.2217,0.0333,0.0096,0.0252583238,0.328358209,0.6463834673
2049,0.5758,26430.0,26430.0,8270.0,0.2393,1030.0,22.0,0.434,0.1506,0.1497,0.0869,0.0368373765,0.2488769093,0.7142857143
2050,0.2437,23400.0,23400.0,6517.0,0.7287,773.0,16.0,0.1684,0.7133,0.037,0.0013,0.0278551532,0.3584029712,0.6137418756
2051,0.3594,7881.0,12271.0,6176.0,0.5838,918.0,20.0,0.6665,0.1361,0.1092,0.0097,0.0207631874,0.3490460157,0.6301907969
2052,0.2611,5371.0,17681.0,5594.0,0.4653,910.0,19.0,0.7586,0.0272,0.0219,0.0044,0.015015015,0.3288288288,0.6561561562
2053,0.4271,27276.0,27276.0,5455.0,0.5711,906.0,21.0,0.6537,0.1661,0.0757,0.0187,0.0326659642,0.3593256059,0.6080084299
2054,0.6719,6410.0,17324.0,9023.0,0.4186,1162.0,26.0,0.5279,0.1097,0.2024,0.0622,0.0273483175,0.3259711576,0.6466805249
2055,0.643,10107.0,28767.0,9076.0,0.3016,1113.0,25.0,0.6661,0.013,0.087,0.0717,0.0288504715,0.2792995061,0.6918500225
2056,0.4778,7090.0,16540.0,8487.0,0.3845,1053.0,24.0,0.8069,0.0758,0.0554,0.0309,0.0287631831,0.3163950144,0.6548418025
2057,0.5115,22360.0,22360.0,5908.0,0.4211,1043.0,23.0,0.7828,0.0752,0.0293,0.0037,0.0316554229,0.401141671,0.5672029061
2058,0.7688,38880.0,38880.0,7466.0,0.2199,1117.0,25.0,0.7728,0.0203,0.1117,0.0209,0.0184563758,0.1795302013,0.8020134228
2059,0.4495,7889.0,13806.0,6696.0,0.4138,1068.0,23.0,0.6574,0.1843,0.0474,0.0173,0.0243161094,0.3179798924,0.6577039981
2060,0.5338,24600.0,24600.0,7895.0,0.3775,1025.0,22.0,0.4984,0.0899,0.1999,0.0637,0.0444242974,0.3100634633,0.6455122393
2061,0.2143,13250.0,13250.0,4860.0,0.7081,827.0,17.0,0.012,0.9208,0.0,0.0,0.0488322718,0.4161358811,0.5350318471
2062,0.5846,35600.0,35600.0,7081.0,0.4419,968.0,23.0,0.6221,0.1015,0.1456,0.0309,0.0472334683,0.4008097166,0.5519568151
2063,0.4464,37074.0,37074.0,7814.0,0.4756,888.0,18.0,0.1709,0.2058,0.4155,0.099,0.0733590734,0.4015444015,0.5250965251
2064,0.7395,38590.0,38590.0,7837.0,0.2828,1179.0,27.0,0.6615,0.0719,0.0725,0.093,0.0289687138,0.1749710313,0.7960602549
2065,0.4394,7836.0,18696.0,8085.0,0.4533,953.0,20.0,0.4054,0.2063,0.248,0.0809,0.0598789451,0.3532209252,0.5869001297
2066,0.718,7136.0,21652.0,8263.0,0.287,1140.0,25.0,0.8401,0.0382,0.0479,0.0186,0.0158894646,0.2341968912,0.7499136442
2067,0.6379,33852.0,33852.0,8055.0,0.5875,928.0,19.0,0.1024,0.0692,0.5801,0.1632,0.1431686047,0.3597383721,0.4970930233
2068,0.8617,47653.0,47653.0,12539.0,0.1181,1434.0,33.0,0.4668,0.0392,0.0707,0.1272,0.0182481752,0.1669099757,0.8148418491
2069,0.5055,31318.0,31318.0,6481.0,0.4747,1010.0,22.0,0.8009,0.0144,0.0432,0.0139,0.0310469314,0.3292418773,0.6397111913
2070,0.2851,5436.0,13932.0,6180.0,0.6055,865.0,18.0,0.2615,0.0695,0.624,0.0025,0.0867106503,0.4213006598,0.4919886899
2071,0.4337,12093.0,24716.0,7208.0,0.4326,1032.0,22.0,0.6435,0.2026,0.0709,0.0179,0.0265800354,0.3254577673,0.6479621973
2072,0.3565,24790.0,24790.0,7601.0,0.4339,899.0,21.0,0.2532,0.1349,0.2698,0.0645,0.0247524752,0.3304455446,0.6448019802
2073,0.6667,12390.0,12390.0,8277.0,0.4113,1016.0,21.0,0.6152,0.1099,0.1332,0.0423,0.0373134328,0.3992537313,0.5634328358
2074,0.548,9618.0,20710.0,9103.0,0.3382,975.0,20.0,0.7759,0.0768,0.0815,0.0105,0.0084611317,0.3381808567,0.6533580116
2075,0.4935,10247.0,21740.0,7804.0,0.3601,1070.0,23.0,0.7315,0.1529,0.0411,0.0166,0.012605042,0.2859052712,0.7014896868
2076,0.7419,35080.0,35080.0,8430.0,0.1739,1111.0,25.0,0.717,0.1,0.0507,0.0258,0.0058072009,0.1649245064,0.8292682927
2077,0.9331,47251.0,47251.0,15044.0,0.14,1461.0,33.0,0.5263,0.0579,0.1084,0.1693,0.0145560408,0.1266375546,0.8588064047
2078,0.5909,13352.0,13352.0,5569.0,0.3564,990.0,21.0,0.751,0.0501,0.0406,0.0257,0.0231481481,0.3333333333,0.6435185185
2079,0.464,7676.0,15249.0,6407.0,0.3292,1070.0,23.0,0.8671,0.012,0.0361,0.0272,0.0130052724,0.3655536028,0.6214411248
2080,0.4412,37906.0,37906.0,7108.0,0.4305,1012.0,24.0,0.3137,0.0317,0.2901,0.0852,0.0581039755,0.3516819572,0.5902140673
2081,0.6642,39900.0,39900.0,8877.0,0.4772,1040.0,23.0,0.2152,0.0576,0.4993,0.0451,0.0819536424,0.4242549669,0.4937913907
2082,0.5703,27345.0,27345.0,6325.0,0.2612,1033.0,23.0,0.7525,0.072,0.0157,0.0058,0.0224550898,0.3907185629,0.5868263473
2083,0.3385,23400.0,23400.0,5225.0,0.191,978.0,21.0,0.7198,0.0726,0.0262,0.002,0.0401459854,0.401459854,0.5583941606
2084,0.454,6453.0,15129.0,7925.0,0.5567,906.0,19.0,0.0186,0.0054,0.9483,0.0058,0.0981432361,0.3899204244,0.5119363395
2085,0.8959,45856.0,45856.0,11328.0,0.1781,1347.0,30.0,0.501,0.0516,0.0655,0.1243,0.016,0.123,0.861
2086,0.8293,48305.0,48305.0,10897.0,0.1542,1342.0,31.0,0.7138,0.0898,0.0603,0.0348,0.0137457045,0.1914580265,0.794796269
2087,0.5899,39181.0,39181.0,7434.0,0.3558,1104.0,24.0,0.7023,0.0628,0.0777,0.0619,0.0253292806,0.2066869301,0.7679837893
2088,0.8315,36535.0,36535.0,8780.0,0.1832,1207.0,27.0,0.7316,0.0101,0.0915,0.045,0.0061462815,0.1468961278,0.8469575907
2089,0.5735,7650.0,16223.0,7367.0,0.2805,1050.0,23.0,0.8208,0.0418,0.0595,0.0169,0.0124647225,0.287158984,0.7003762935
2090,0.4505,8903.0,20615.0,8505.0,0.4741,1029.0,22.0,0.5019,0.3746,0.0431,0.0283,0.021147117,0.3436786855,0.6351741975
2091,0.4882,8157.0,14237.0,8356.0,0.271,1016.0,22.0,0.7409,0.059,0.0789,0.0358,0.0228392297,0.3349753695,0.6421854008
2092,0.832,49638.0,49638.0,10993.0,0.1518,1346.0,31.0,0.6956,0.0869,0.0648,0.0323,0.0124804992,0.1882475299,0.7992719709
2093,0.432,8312.0,23024.0,8304.0,0.471,1031.0,22.0,0.4988,0.3936,0.0343,0.0265,0.0220524647,0.3656673393,0.612280196
2094,0.5064,7063.0,22063.0,7551.0,0.3695,1071.0,23.0,0.8229,0.0371,0.024,0.012,0.0198393954,0.3819083609,0.5982522437
2095,0.3721,27492.0,27492.0,5444.0,0.4188,986.0,21.0,0.6341,0.0453,0.0012,0.0024,0.0331858407,0.3672566372,0.5995575221
2096,0.5392,7234.0,18394.0,8448.0,0.2968,1006.0,22.0,0.545,0.0215,0.2404,0.0418,0.0568002524,0.3322814768,0.6109182707
2097,0.3993,8968.0,21061.0,7691.0,0.4095,1030.0,22.0,0.7076,0.0893,0.0394,0.0064,0.0104803493,0.3362445415,0.6532751092
2098,0.5235,15000.0,15000.0,5940.0,0.3618,1088.0,24.0,0.7878,0.0552,0.0383,0.0099,0.0235478807,0.3160648875,0.6603872318
2099,0.3714,20200.0,20200.0,5864.0,0.3976,986.0,21.0,0.6736,0.116,0.0284,0.0067,0.024516129,0.4129032258,0.5625806452
2100,0.6127,29680.0,29680.0,6375.0,0.3891,1038.0,23.0,0.5136,0.2209,0.1567,0.021,0.0448979592,0.3444897959,0.6106122449
2101,0.3975,8730.0,17098.0,8766.0,0.3756,1034.0,22.0,0.7211,0.1231,0.0328,0.0248,0.0135045015,0.3451150383,0.6413804602
2102,0.7462,10002.0,28804.0,11531.0,0.189,1231.0,28.0,0.6464,0.0298,0.0435,0.0615,0.010686615,0.1848784398,0.8044349452
2103,0.4111,7290.0,18365.0,6608.0,0.3489,1029.0,22.0,0.6744,0.1822,0.0272,0.0155,0.0182590234,0.3715498938,0.6101910828
2104,0.2788,8023.0,18073.0,5983.0,0.566,881.0,20.0,0.6705,0.1852,0.0817,0.0108,0.0165686799,0.3340459647,0.6493853554
2105,0.5827,37536.0,37536.0,8227.0,0.2254,1156.0,26.0,0.7008,0.0468,0.0548,0.016,0.0191204589,0.2785213512,0.7023581899
2106,0.493,27146.0,27146.0,5733.0,0.4339,970.0,21.0,0.7073,0.0496,0.0303,0.0084,0.0151869159,0.3119158879,0.6728971963
2107,0.6754,11194.0,29684.0,9976.0,0.2991,1199.0,27.0,0.8059,0.0735,0.0277,0.0285,0.0106435644,0.2464108911,0.7429455446
2108,0.4012,9493.0,19851.0,8404.0,0.3549,1050.0,23.0,0.6666,0.0801,0.1012,0.0671,0.0269623283,0.3035151821,0.6695224896
2109,0.4275,18430.0,18430.0,4638.0,0.6488,908.0,19.0,0.4194,0.4018,0.1232,0.0088,0.0501981506,0.4623513871,0.4874504624
2110,0.3729,28160.0,28160.0,7696.0,0.5181,930.0,19.0,0.2017,0.32,0.2937,0.0135,0.0511811024,0.3783902012,0.5704286964
2111,0.2981,6011.0,16585.0,6258.0,0.4702,961.0,20.0,0.5143,0.3702,0.0556,0.0228,0.0171537484,0.3167090216,0.66613723
2112,0.1787,10418.0,10418.0,5060.0,0.8022,765.0,16.0,0.0382,0.9506,0.008,0.0016,0.0252918288,0.3852140078,0.5894941634
2113,0.3779,6863.0,17651.0,6054.0,0.4049,1027.0,22.0,0.5513,0.3011,0.0502,0.0066,0.0214308226,0.4018279231,0.5767412543
2114,0.5051,29450.0,29450.0,6313.0,0.2575,1027.0,22.0,0.776,0.0725,0.0256,0.0071,0.0176544767,0.3505674653,0.631778058
2115,0.3348,20130.0,20130.0,5723.0,0.4727,972.0,21.0,0.4101,0.5037,0.0222,0.0044,0.0313099042,0.3987220447,0.5699680511
2116,0.4365,18500.0,18500.0,4690.0,0.3906,987.0,21.0,0.552,0.1912,0.0128,0.0182,0.0253671562,0.2483311081,0.7263017356
2117,0.4242,27150.0,27150.0,7400.0,0.337,1065.0,23.0,0.6162,0.1194,0.1685,0.0155,0.0240192154,0.2321857486,0.743795036
2118,0.4904,7557.0,15036.0,8439.0,0.2906,1030.0,22.0,0.7886,0.048,0.0344,0.0323,0.0133791358,0.2505875972,0.736033267
2119,0.6057,41342.0,41342.0,10193.0,0.3988,1185.0,27.0,0.2985,0.025,0.1817,0.3306,0.0490670352,0.2916378715,0.6592950933
2120,0.6255,17040.0,17040.0,7185.0,0.2663,1131.0,25.0,0.8299,0.0397,0.0308,0.008,0.0130412102,0.2055294731,0.7814293166
2121,0.6486,24670.0,24670.0,6425.0,0.3003,1110.0,24.0,0.7537,0.0541,0.0359,0.0081,0.0123304562,0.261405672,0.7262638718
2122,0.2594,7013.0,16845.0,7355.0,0.3675,996.0,22.0,0.8205,0.0542,0.0513,0.0218,0.0234546787,0.3662350354,0.6103102859
2123,0.3037,6120.0,17620.0,5817.0,0.3848,937.0,21.0,0.8318,0.0118,0.0339,0.0115,0.0298602287,0.374841169,0.5952986023
2124,0.4554,23350.0,23350.0,6737.0,0.5206,957.0,20.0,0.514,0.3125,0.0636,0.0184,0.0283286119,0.3871576959,0.5845136922
2125,0.4252,9482.0,24132.0,7129.0,0.3539,1047.0,23.0,0.7629,0.0979,0.0308,0.0113,0.0249843848,0.3413491568,0.6336664585
2126,0.2986,5523.0,10568.0,5929.0,0.4778,990.0,21.0,0.7579,0.0652,0.0593,0.0175,0.0326916092,0.4195423175,0.5477660734
2127,0.4515,20250.0,20250.0,5194.0,0.4644,951.0,20.0,0.6253,0.2236,0.0338,0.009,0.0396135266,0.3758454106,0.5845410628
2128,0.3908,28720.0,28720.0,6471.0,0.3803,959.0,22.0,0.5432,0.2624,0.065,0.0375,0.0346153846,0.3653846154,0.6
2129,0.4868,11367.0,20517.0,7553.0,0.3679,1081.0,24.0,0.6595,0.1465,0.062,0.0354,0.0294117647,0.3596256684,0.6109625668
2130,0.2565,6246.0,8096.0,6509.0,0.7188,801.0,17.0,0.0123,0.9425,0.007,0.0012,0.0332136445,0.3671454219,0.5996409336
2131,0.9097,48802.0,48802.0,11985.0,0.1845,1403.0,32.0,0.3749,0.0549,0.1123,0.2179,0.0347648262,0.1370143149,0.8282208589
2132,0.5865,30726.0,30726.0,7055.0,0.1984,1165.0,26.0,0.6007,0.0524,0.0792,0.0151,0.0242966752,0.2493606138,0.726342711
2133,0.5805,32620.0,32620.0,6024.0,0.221,989.0,24.0,0.5453,0.019,0.011,0.0147,0.0140056022,0.324929972,0.6610644258
2134,0.6973,11758.0,34062.0,10006.0,0.3501,1037.0,22.0,0.4189,0.0586,0.0923,0.2588,0.0447582371,0.26957638,0.685665383
2135,0.8006,6507.0,21673.0,10657.0,0.314,1214.0,27.0,0.6275,0.0832,0.2,0.0231,0.0178908768,0.2584731637,0.7236359596
2136,0.5863,6143.0,21340.0,7965.0,0.3357,1036.0,22.0,0.6898,0.1625,0.0613,0.0273,0.0159648559,0.2598307082,0.7242044359
2137,0.585,31874.0,31874.0,7406.0,0.2036,1106.0,24.0,0.7813,0.06,0.0239,0.021,0.009569378,0.2516746411,0.7387559809
2138,0.4398,23562.0,23562.0,6320.0,0.3421,1035.0,23.0,0.7433,0.078,0.0473,0.0278,0.0158898305,0.2860169492,0.6980932203
2139,0.4254,26252.0,26252.0,5369.0,0.5569,868.0,19.0,0.5766,0.2301,0.0763,0.0158,0.0333969466,0.391221374,0.5753816794
2140,0.4807,29754.0,29754.0,5274.0,0.4914,1049.0,23.0,0.6948,0.1271,0.0428,0.0152,0.0330188679,0.2759433962,0.6910377358
